lid_row	logical_identifier	function	atlantis_signal_name	lookup_key	proxi_row	proxi_values	related_leaf	anchor_kind	note	keyword_note
387	VC_SVC_Prsnt							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_SVC_Prsnt', 'VC_SVC_Prsnt']	
388	VC_TcaseTyp	Tranfser Case type	Tcase_Type	Atlantis Signal Name=Tcase_Type	905	0 = Absent 1 = Active 2 = Part Time 3 = SRT		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r905（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=Tcase_Type）	
389	VC_TEEN_AUTO_HB_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_TEEN_AUTO_HB_CSO', 'VC_TEEN_AUTO_HB_CSO']	
390	VC_TEEN_BLIND_SPOT_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_TEEN_BLIND_SPOT_CSO', 'VC_TEEN_BLIND_SPOT_CSO']	
391	VC_TEEN_FCW_BRK_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_TEEN_FCW_BRK_CSO', 'VC_TEEN_FCW_BRK_CSO']	
392	VC_TEEN_FCW_BRK_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_TEEN_FCW_BRK_CSO', 'VC_TEEN_FCW_BRK_CSO']	
393	VC_TEEN_FCW_SENS_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_TEEN_FCW_SENS_CSO', 'VC_TEEN_FCW_SENS_CSO']	
394	VC_TEEN_FCW_SENS_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_TEEN_FCW_SENS_CSO', 'VC_TEEN_FCW_SENS_CSO']	
395	VC_TEEN_FT_PRK_VOL_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_TEEN_FT_PRK_VOL_CSO', 'VC_TEEN_FT_PRK_VOL_CSO']	
396	VC_TEEN_FT_PRK_VOL_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_TEEN_FT_PRK_VOL_CSO', 'VC_TEEN_FT_PRK_VOL_CSO']	
397	VC_TEEN_FUEL_POPUP_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_TEEN_FUEL_POPUP_CSO', 'VC_TEEN_FUEL_POPUP_CSO']	
398	VC_TEEN_FUEL_WRN_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_TEEN_FUEL_WRN_CSO', 'VC_TEEN_FUEL_WRN_CSO']	
399	VC_TEEN_LGHT_WPR_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_TEEN_LGHT_WPR_CSO', 'VC_TEEN_LGHT_WPR_CSO']	
400	VC_TEEN_MAX_SPEED_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_TEEN_MAX_SPEED_CSO', 'VC_TEEN_MAX_SPEED_CSO']	
401	VC_TEEN_PLG_CHIME_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_TEEN_PLG_CHIME_CSO', 'VC_TEEN_PLG_CHIME_CSO']	
402	VC_TEEN_PLG_CHIME_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_TEEN_PLG_CHIME_CSO', 'VC_TEEN_PLG_CHIME_CSO']	
403	VC_TEEN_PRK_ASST_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_TEEN_PRK_ASST_CSO', 'VC_TEEN_PRK_ASST_CSO']	
404	VC_TEEN_PRK_ASST_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_TEEN_PRK_ASST_CSO', 'VC_TEEN_PRK_ASST_CSO']	
405	VC_TEEN_RAIN_WPR_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_TEEN_RAIN_WPR_CSO', 'VC_TEEN_RAIN_WPR_CSO']	
406	VC_TEEN_RR_PRK_VOL_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_TEEN_RR_PRK_VOL_CSO', 'VC_TEEN_RR_PRK_VOL_CSO']	
407	VC_TEEN_SLD_DR_ALRT_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_TEEN_SLD_DR_ALRT_CSO', 'VC_TEEN_SLD_DR_ALRT_CSO']	
408	VC_TEEN_SLD_DR_CHM_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_TEEN_SLD_DR_CHM_CSO', 'VC_TEEN_SLD_DR_CHM_CSO']	
409	VC_TeenKey							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_TeenKey', 'VC_TeenKey']	
410	VC_TeenKey							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_TeenKey', 'VC_TeenKey']	
411	VC_TEMP_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_TEMP_CSO', 'VC_TEMP_CSO']	
412	VC_TEMP_DISP							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_TEMP_DISP', 'VC_TEMP_DISP']	僅揭露，非錨：DISP
413	VC_ThatchamPrsnt							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_ThatchamPrsnt', 'VC_ThatchamPrsnt']	
414	VC_TIRE_CIRCUMF	Dynamic tire circumference	Proxi: Tyre_Size					none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['Proxi', 'Proxi_Tyre_Size', 'VC_TIRE_CIRCUMF']	
415	VC_TireCircumfFT							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_TireCircumfFT', 'VC_TireCircumfFT']	
416	VC_TLC_PRSNT	See dbc	Trailer_Light_Check	Atlantis Signal Name=Trailer_Light_Check	899	0 = Absent 1 = Type 1 (Radio) 2 = Type 2 3 = Type 3		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r899（Parameter Group: Car_Configuration_52；查詢鍵 Atlantis Signal Name=Trailer_Light_Check）	
417	VC_TLT_MRR_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_TLT_MRR_CSO', 'VC_TLT_MRR_CSO']	
418	VC_TORQUE_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_TORQUE_CSO', 'VC_TORQUE_CSO']	
419	VC_TrailerTPM_Prsnt		Trailer_TPMS	Atlantis Signal Name=Trailer_TPMS	897	0 = Absent 1 = Present		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r897（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=Trailer_TPMS）	
420	VC_Trans_Equipped		Not Applicable					none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['Not Applicable', 'VC_Trans_Equipped', 'VC_Trans_Equipped']	
421	VC_Trans_Equipped	Transmission manual or automatic	Gear_Box_Type	Atlantis Signal Name=Gear_Box_Type	443	0 = Not valid 1 = MTX 2 = MTA (Robotized Gearbox) 3 = DDCT 4 = ATX 5 = CVT		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r443（Parameter Group: Powertrain_Configuration_4；查詢鍵 Atlantis Signal Name=Gear_Box_Type）	
422	VC_Trans_N_Hold_Prsnt							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_Trans_N_Hold_Prsnt', 'VC_Trans_N_Hold_Prsnt']	
423	VC_Trans_N_Hold_Prsnt							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_Trans_N_Hold_Prsnt', 'VC_Trans_N_Hold_Prsnt']	
424	VC_TransType	Automatic transmission type	Gear_Box_Type_Variant	Atlantis Signal Name=Gear_Box_Type_Variant	442	0 = Invalid 1 = Type1 (8HP75) 2 = Type2 (850RE) 3 = Type3 (8HP95) 4 = Type4 (8HP75 PHEV) 5 = Type5 (8AP1075) 6 = Type6 (8AP430) 7 = Type7 (8AP850)		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r442（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=Gear_Box_Type_Variant）	
425	VC_TRLR_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_TRLR_CSO', 'VC_TRLR_CSO']	
426	VC_TRLR_NAME_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_TRLR_NAME_CSO', 'VC_TRLR_NAME_CSO']	
427	VC_TRNS_MD_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_TRNS_MD_CSO', 'VC_TRNS_MD_CSO']	
428	VC_TrnsDrvMdPrsnt		Transmission_Drive_Mode_Presence	Atlantis Signal Name=Transmission_Drive_Mode_Presence	929	0 = Absent 1 = Present		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r929（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=Transmission_Drive_Mode_Presence）	
429	VC_TSBM_Prsnt	VC_TSBM_Prsnt	Drive_Style_Selector	Atlantis Signal Name=Drive_Style_Selector	414	0 = Absent 1 = Drive Selector 2 = Terrain Selector		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r414（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=Drive_Style_Selector）	
430	VC_UNIT_SET_CSO	Unit Set (Global Units) Present						none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_UNIT_SET_CSO', 'VC_UNIT_SET_CSO']	
431	VC_US_METRIC_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_US_METRIC_CSO', 'VC_US_METRIC_CSO']	
432	VC_VEH_BRAND	Vehicle brand type	Proxi: Brand_Configuration_2					none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['Proxi', 'Proxi_Brand_Configuration_2', 'VC_VEH_BRAND']	
433	VC_VEH_LINE	Vehicle line	Car_Configuration_15.Vehicle_Line_Configuration					none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['Car_Configuration_15.Vehicle_Line_Configuration', 'Proxi_Vehicle_Line_Configuration', 'VC_VEH_LINE']	
434	VC_VehCfg1_Stat	Configuration messages status 1	N/A					none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['N/A', 'VC_VehCfg1_Stat', 'VC_VehCfg1_Stat']	
435	VC_VehCfg2_Stat	Configuration messages status 2	PROXI					none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['PROXI', 'VC_VehCfg2_Stat', 'VC_VehCfg2_Stat']	
436	VC_VehCfg3_Stat	Configuration messages status 3	Not Applicable					none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['Not Applicable', 'VC_VehCfg3_Stat', 'VC_VehCfg3_Stat']	
437	VC_VehCfg4_Stat	To verify VehCfg4 is programmed						none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_VehCfg4_Stat', 'VC_VehCfg4_Stat']	
438	VC_VehCfg6_Stat	To verify VehCfg6 is programmed						none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_VehCfg6_Stat', 'VC_VehCfg6_Stat']	
439	VC_VehCfg7_Stat	To verify VehCfg7 is programmed						none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_VehCfg7_Stat', 'VC_VehCfg7_Stat']	
440	VC_WHL_ALGN_CSO							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_WHL_ALGN_CSO', 'VC_WHL_ALGN_CSO']	
441	VC_WTS_Prsnt							none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['VC_WTS_Prsnt', 'VC_WTS_Prsnt']	
442	VC_XWD	Drive Configuration	Drive_Type_Variant	Atlantis Signal Name=Drive_Type_Variant	423	0 = FWD 1 = RWD 2 = Single Speed AWD 3 = 2 Speed 4WD 4 = 2 Speed 4WD with ELSD		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r423（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=Drive_Type_Variant）	
443	Vehicle_Occupant_Capacity	See proxi file	Vehicle_Occupant_Capacity	Atlantis Signal Name=Vehicle_Occupant_Capacity ¦ Logical Identifier=Vehicle_Occupant_Capacity	473	0 = 7 Passengers 1 = 8 Passengers		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r473（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=Vehicle_Occupant_Capacity ¦ Logical Identifier=Vehicle_Occupant_Capacity）	
444	Virtual_Memory_Seats_Button	Show/Hide UI setting for Virtual Memory Seats	Virtual_Memory_Seats_Button	Atlantis Signal Name=Virtual_Memory_Seats_Button ¦ Logical Identifier=Virtual_Memory_Seats_Button	881	0 = Absent 1 = Present		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r881（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=Virtual_Memory_Seats_Button ¦ Logical Identifier=Virtual_Memory_Seats_Button）	
445	WCC_Present (aka NetCfg_WCC)	WCC CAN node is Present						none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['WCC_Present (aka NetCfg_WCC)']	
446	WeChat_button		WeChat_button					none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['WeChat_button', 'WeChat_button']	
447	Wifi_Presence		Wi-Fi_Cfg	Atlantis Signal Name=Wi-Fi_Cfg	506	0 = Absent 1 = Present		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r506（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=Wi-Fi_Cfg）	
448	Wireless_Charging_Pad_Module	Wireless Charching Pad Module	WCPM	Atlantis Signal Name=WCPM	558	0 = Absent 1 = Present		proxi_param	無 leaf 片語逐字命中；PROXI Format 定義於 r558（Parameter Group: （空）；查詢鍵 Atlantis Signal Name=WCPM）	
449	zzzzz Reserved	Feature present						none	無 leaf 片語逐字命中；PROXI Format `Parameter Name` 逐字查無；已試之鍵 ['zzzzz Reserved']	
