sheet	cell	tc_id	item	before	after
Test Case Specification 測試用例規範	L27	NR1L-ComfortHMI-130	M7+M9-compound	"1. Select an airflow mode and turn front defrost on from the climate screen
2. Turn AUTO on"	"1. Select an airflow mode on the climate screen
2. Turn front defrost on from the climate screen
3. Turn ""AUTO"" on"
Test Case Specification 測試用例規範	M27	NR1L-ComfortHMI-130	M9-compound	"1. The selected airflow mode and ""FRONT DEF"" are active
2. The airflow mode buttons and ""FRONT DEF"" are no longer active"	"1. The selected airflow mode is active
2. ""FRONT DEF"" is active
3. The airflow mode buttons and ""FRONT DEF"" are no longer active"
Test Case Specification 測試用例規範	N27	NR1L-ComfortHMI-130	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.3、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T27	NR1L-ComfortHMI-130	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U27	NR1L-ComfortHMI-130	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W27	NR1L-ComfortHMI-130	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X27	NR1L-ComfortHMI-130	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y27	NR1L-ComfortHMI-130	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	I28	NR1L-ComfortHMI-131	M7	"Auto can change the state of AC, but do not show this change.

(turn AUTO on and read the ""A/C"" button -> The ""A/C"" button state is unchanged)"	"Auto can change the state of AC, but do not show this change.

(turn ""AUTO"" on and read the ""A/C"" button -> The ""A/C"" button state is unchanged)"
Test Case Specification 測試用例規範	L28	NR1L-ComfortHMI-131	M7+M9-Note	"1. Note the state of the ""A/C"" button on the climate screen with AUTO off
2. Turn AUTO on and read the ""A/C"" button"	"1. Read the state of the ""A/C"" button on the climate screen with AUTO off and record it
2. Turn ""AUTO"" on and read the ""A/C"" button"
Test Case Specification 測試用例規範	N28	NR1L-ComfortHMI-131	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.3、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T28	NR1L-ComfortHMI-131	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U28	NR1L-ComfortHMI-131	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W28	NR1L-ComfortHMI-131	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X28	NR1L-ComfortHMI-131	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y28	NR1L-ComfortHMI-131	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	L29	NR1L-ComfortHMI-132	M7	"1. Turn AUTO on from the climate screen
2. Press ""A/C"""	"1. Turn ""AUTO"" on from the climate screen
2. Press ""A/C"""
Test Case Specification 測試用例規範	N29	NR1L-ComfortHMI-132	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.3、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T29	NR1L-ComfortHMI-132	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U29	NR1L-ComfortHMI-132	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W29	NR1L-ComfortHMI-132	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X29	NR1L-ComfortHMI-132	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y29	NR1L-ComfortHMI-132	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	L30	NR1L-ComfortHMI-386	M7	"1. Turn AUTO on from the climate screen
2. Select another airflow mode"	"1. Turn ""AUTO"" on from the climate screen
2. Select another airflow mode"
Test Case Specification 測試用例規範	N30	NR1L-ComfortHMI-386	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.3、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T30	NR1L-ComfortHMI-386	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U30	NR1L-ComfortHMI-386	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W30	NR1L-ComfortHMI-386	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X30	NR1L-ComfortHMI-386	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y30	NR1L-ComfortHMI-386	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	L31	NR1L-ComfortHMI-387	M7	"1. Turn AUTO on from the climate screen
2. Change the fan speed"	"1. Turn ""AUTO"" on from the climate screen
2. Change the fan speed"
Test Case Specification 測試用例規範	N31	NR1L-ComfortHMI-387	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.3、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T31	NR1L-ComfortHMI-387	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U31	NR1L-ComfortHMI-387	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W31	NR1L-ComfortHMI-387	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X31	NR1L-ComfortHMI-387	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y31	NR1L-ComfortHMI-387	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	L32	NR1L-ComfortHMI-133	M7	"1. Turn AUTO on from the climate screen
2. Press the ""Feet"" airflow mode button"	"1. Turn ""AUTO"" on from the climate screen
2. Press the ""Feet"" airflow mode button"
Test Case Specification 測試用例規範	N32	NR1L-ComfortHMI-133	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.3、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T32	NR1L-ComfortHMI-133	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U32	NR1L-ComfortHMI-133	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W32	NR1L-ComfortHMI-133	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X32	NR1L-ComfortHMI-133	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y32	NR1L-ComfortHMI-133	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	L33	NR1L-ComfortHMI-134	M7	"1. Turn AUTO on from the climate screen
2. Press ""REAR DEFROST"""	"1. Turn ""AUTO"" on from the climate screen
2. Press ""REAR DEFROST"""
Test Case Specification 測試用例規範	N33	NR1L-ComfortHMI-134	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.3、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T33	NR1L-ComfortHMI-134	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U33	NR1L-ComfortHMI-134	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W33	NR1L-ComfortHMI-134	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X33	NR1L-ComfortHMI-134	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y33	NR1L-ComfortHMI-134	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	N34	NR1L-ComfortHMI-135	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.3、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T34	NR1L-ComfortHMI-135	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U34	NR1L-ComfortHMI-135	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	V34	NR1L-ComfortHMI-135	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W34	NR1L-ComfortHMI-135	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X34	NR1L-ComfortHMI-135	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y34	NR1L-ComfortHMI-135	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Z34	NR1L-ComfortHMI-135	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	I35	NR1L-ComfortHMI-363	M7	"C2.1) Some vehicles with dual zone climate with dual airflow mode can have a configuration for dual AUTO modes, one for the driver side and passenger side.

(read the AUTO controls -> A driver side AUTO mode and a passenger side AUTO mode are provided)"	"C2.1) Some vehicles with dual zone climate with dual airflow mode can have a configuration for dual AUTO modes, one for the driver side and passenger side.

(read the ""AUTO"" controls -> A driver side AUTO mode and a passenger side AUTO mode are provided)"
Test Case Specification 測試用例規範	L35	NR1L-ComfortHMI-363	M7	"1. Open the climate screen
2. Read the AUTO controls"	"1. Open the climate screen
2. Read the ""AUTO"" controls"
Test Case Specification 測試用例規範	N35	NR1L-ComfortHMI-363	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.3.1、2.3、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.3.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T35	NR1L-ComfortHMI-363	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U35	NR1L-ComfortHMI-363	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W35	NR1L-ComfortHMI-363	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X35	NR1L-ComfortHMI-363	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y35	NR1L-ComfortHMI-363	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	I36	NR1L-ComfortHMI-364	M7	"C2.1) Some vehicles with dual zone climate with dual airflow mode can have a configuration for dual AUTO modes, one for the driver side and passenger side.

(read the driver and passenger AUTO indicators -> The driver side AUTO indicator is shown as on and the passenger side AUTO indicator is shown separately)"	"C2.1) Some vehicles with dual zone climate with dual airflow mode can have a configuration for dual AUTO modes, one for the driver side and passenger side.

(read the driver and passenger ""AUTO"" indicators -> The driver side ""AUTO"" indicator is shown as on and the passenger side ""AUTO"" indicator is shown separately)"
Test Case Specification 測試用例規範	L36	NR1L-ComfortHMI-364	M7	"1. Turn the driver side AUTO on
2. Read the driver and passenger AUTO indicators"	"1. Turn the driver side ""AUTO"" on
2. Read the driver and passenger ""AUTO"" indicators"
Test Case Specification 測試用例規範	M36	NR1L-ComfortHMI-364	M7	"1. The driver side AUTO is on
2. The driver side AUTO indicator is shown as on and the passenger side AUTO indicator is shown separately"	"1. The driver side AUTO is on
2. The driver side ""AUTO"" indicator is shown as on and the passenger side ""AUTO"" indicator is shown separately"
Test Case Specification 測試用例規範	N36	NR1L-ComfortHMI-364	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.3.1、2.3、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.3.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T36	NR1L-ComfortHMI-364	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U36	NR1L-ComfortHMI-364	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W36	NR1L-ComfortHMI-364	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X36	NR1L-ComfortHMI-364	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y36	NR1L-ComfortHMI-364	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	N37	NR1L-ComfortHMI-136	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.4、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.4
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T37	NR1L-ComfortHMI-136	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U37	NR1L-ComfortHMI-136	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W37	NR1L-ComfortHMI-136	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X37	NR1L-ComfortHMI-136	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y37	NR1L-ComfortHMI-136	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	I38	NR1L-ComfortHMI-137	M7	"Auto can automatically turn on AC. AC will break Auto.

(turn AUTO on and read the ""A/C"" button -> The ""A/C"" button is highlighted)"	"Auto can automatically turn on AC. AC will break Auto.

(turn ""AUTO"" on and read the ""A/C"" button -> The ""A/C"" button is highlighted)"
Test Case Specification 測試用例規範	L38	NR1L-ComfortHMI-137	M7	"1. Turn ""A/C"" off and AUTO off from the climate screen
2. Turn AUTO on and read the ""A/C"" button"	"1. Turn ""A/C"" off and ""AUTO"" off from the climate screen
2. Turn ""AUTO"" on and read the ""A/C"" button"
Test Case Specification 測試用例規範	N38	NR1L-ComfortHMI-137	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.4、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.4
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
Test Case Specification 測試用例規範	T38	NR1L-ComfortHMI-137	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	U38	NR1L-ComfortHMI-137	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	W38	NR1L-ComfortHMI-137	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	X38	NR1L-ComfortHMI-137	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	Y38	NR1L-ComfortHMI-137	R-C48(amend2)/R-C62 車型欄	1	0
Test Case Specification 測試用例規範	L39	NR1L-ComfortHMI-138	M7	"1. Turn AUTO on from the climate screen
2. Press ""A/C"""	"1. Turn ""AUTO"" on from the climate screen
2. Press ""A/C"""
Test Case Specification 測試用例規範	N39	NR1L-ComfortHMI-138	R-C49(amend)	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.4、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.4
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
