cell	tc_id	item	before	after
N43	NR1L-ComfortHMI-142	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.5、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.5
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W43	NR1L-ComfortHMI-142	R-C48	1	0
X43	NR1L-ComfortHMI-142	R-C48	1	0
N44	NR1L-ComfortHMI-439	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.5、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.5
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W44	NR1L-ComfortHMI-439	R-C48	1	0
X44	NR1L-ComfortHMI-439	R-C48	1	0
N45	NR1L-ComfortHMI-365	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.5.1、2.5、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.5.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.5
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W45	NR1L-ComfortHMI-365	R-C48	1	0
X45	NR1L-ComfortHMI-365	R-C48	1	0
N46	NR1L-ComfortHMI-388	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.5.1、2.5、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.5.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.5
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W46	NR1L-ComfortHMI-388	R-C48	1	0
X46	NR1L-ComfortHMI-388	R-C48	1	0
N47	NR1L-ComfortHMI-366	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.5.1、2.5、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.5.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.5
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W47	NR1L-ComfortHMI-366	R-C48	1	0
X47	NR1L-ComfortHMI-366	R-C48	1	0
N48	NR1L-ComfortHMI-048	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.6、2.14、16.2	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.6
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W48	NR1L-ComfortHMI-048	R-C48	1	0
X48	NR1L-ComfortHMI-048	R-C48	1	0
N49	NR1L-ComfortHMI-049	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.6、2.14、16.2	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.6
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W49	NR1L-ComfortHMI-049	R-C48	1	0
X49	NR1L-ComfortHMI-049	R-C48	1	0
N50	NR1L-ComfortHMI-389	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.6、2.14、16.2	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.6
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W50	NR1L-ComfortHMI-389	R-C48	1	0
X50	NR1L-ComfortHMI-389	R-C48	1	0
N51	NR1L-ComfortHMI-050	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.6、2.14、16.2	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.6
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W51	NR1L-ComfortHMI-050	R-C48	1	0
X51	NR1L-ComfortHMI-050	R-C48	1	0
N52	NR1L-ComfortHMI-051	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.6、2.14、16.2	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.6
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W52	NR1L-ComfortHMI-051	R-C48	1	0
X52	NR1L-ComfortHMI-051	R-C48	1	0
N53	NR1L-ComfortHMI-052	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.6、2.14、16.2	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.6
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W53	NR1L-ComfortHMI-052	R-C48	1	0
X53	NR1L-ComfortHMI-052	R-C48	1	0
N54	NR1L-ComfortHMI-053	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.6.1、2.14、16.2、2.11	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.6.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.11
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W54	NR1L-ComfortHMI-053	R-C48	1	0
X54	NR1L-ComfortHMI-053	R-C48	1	0
N55	NR1L-ComfortHMI-054	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.6.1、2.14、16.2、2.11	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.6.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.11
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W55	NR1L-ComfortHMI-054	R-C48	1	0
X55	NR1L-ComfortHMI-054	R-C48	1	0
N56	NR1L-ComfortHMI-055	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.6.1、2.14、16.2	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.6.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W56	NR1L-ComfortHMI-055	R-C48	1	0
X56	NR1L-ComfortHMI-055	R-C48	1	0
N57	NR1L-ComfortHMI-390	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.6.1、2.14、16.2	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.6.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W57	NR1L-ComfortHMI-390	R-C48	1	0
X57	NR1L-ComfortHMI-390	R-C48	1	0
L58	NR1L-ComfortHMI-056	§3 slim	"1. Long-press the temperature up arrow on the climate screen
2. Long-press the temperature hard control"	"1. Read the temperature shown on the climate screen and record it
2. Long-press the temperature hard control"
M58	NR1L-ComfortHMI-056	§3 slim	"1. The temperature changes with a fast move
2. The temperature changes with a fast move"	"1. The climate screen shows the current temperature
2. The temperature changes with a fast move"
N58	NR1L-ComfortHMI-056	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.6.1、2.14、16.2	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.6.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W58	NR1L-ComfortHMI-056	R-C48	1	0
X58	NR1L-ComfortHMI-056	R-C48	1	0
L59	NR1L-ComfortHMI-057	M9-Note	"1. Note the temperature shown on the climate screen
2. Touch a spot in the temperature slider bar"	"1. Read the temperature shown on the climate screen and record it
2. Touch a spot in the temperature slider bar"
N59	NR1L-ComfortHMI-057	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.6.1、2.14、16.2	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.6.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W59	NR1L-ComfortHMI-057	R-C48	1	0
X59	NR1L-ComfortHMI-057	R-C48	1	0
L60	NR1L-ComfortHMI-391	M9-Note	"1. Note the temperature shown on the climate screen
2. Set the temperature to a value by voice command"	"1. Read the temperature shown on the climate screen and record it
2. Set the temperature to a value by voice command"
N60	NR1L-ComfortHMI-391	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.6.1、2.14、16.2	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.6.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W60	NR1L-ComfortHMI-391	R-C48	1	0
X60	NR1L-ComfortHMI-391	R-C48	1	0
L61	NR1L-ComfortHMI-058	M9-Note	"1. Note the temperature slider position
2. Press the temperature slider handle and move it"	"1. Read the temperature slider position and record it
2. Press the temperature slider handle and move it"
N61	NR1L-ComfortHMI-058	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.6.1、2.14、16.2	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.6.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W61	NR1L-ComfortHMI-058	R-C48	1	0
X61	NR1L-ComfortHMI-058	R-C48	1	0
N62	NR1L-ComfortHMI-392	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.6.1、2.14、16.2	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.6.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W62	NR1L-ComfortHMI-392	R-C48	1	0
X62	NR1L-ComfortHMI-392	R-C48	1	0
N63	NR1L-ComfortHMI-059	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.7、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.7
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W63	NR1L-ComfortHMI-059	R-C48	1	0
X63	NR1L-ComfortHMI-059	R-C48	1	0
N64	NR1L-ComfortHMI-060	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.7、2.14、16.2	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.7
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W64	NR1L-ComfortHMI-060	R-C48	1	0
X64	NR1L-ComfortHMI-060	R-C48	1	0
L65	NR1L-ComfortHMI-061	M9-Note	"1. Note the fan speed shown on the climate screen
2. Press the fan up button on the climate screen"	"1. Read the fan speed shown on the climate screen and record it
2. Press the fan up button on the climate screen"
N65	NR1L-ComfortHMI-061	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.7、2.14、16.2	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.7
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W65	NR1L-ComfortHMI-061	R-C48	1	0
X65	NR1L-ComfortHMI-061	R-C48	1	0
L66	NR1L-ComfortHMI-393	M9-Note	"1. Note the fan speed shown on the climate screen
2. Touch a fan segment on the climate screen"	"1. Read the fan speed shown on the climate screen and record it
2. Touch a fan segment on the climate screen"
N66	NR1L-ComfortHMI-393	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.7、2.14、16.2	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.7
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W66	NR1L-ComfortHMI-393	R-C48	1	0
X66	NR1L-ComfortHMI-393	R-C48	1	0
L67	NR1L-ComfortHMI-394	M9-Note	"1. Note the fan speed shown on the climate screen
2. Slide across the fan segments on the climate screen"	"1. Read the fan speed shown on the climate screen and record it
2. Slide across the fan segments on the climate screen"
N67	NR1L-ComfortHMI-394	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.7、2.14、16.2	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.7
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W67	NR1L-ComfortHMI-394	R-C48	1	0
X67	NR1L-ComfortHMI-394	R-C48	1	0
L68	NR1L-ComfortHMI-062	M9-Note	"1. Note the fan speed shown on the climate screen
2. Press the fan down button on the climate screen repeatedly until the fan speed stops decreasing"	"1. Read the fan speed shown on the climate screen and record it
2. Press the fan down button on the climate screen repeatedly until the fan speed stops decreasing"
N68	NR1L-ComfortHMI-062	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.7、2.14、16.2	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.7
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W68	NR1L-ComfortHMI-062	R-C48	1	0
X68	NR1L-ComfortHMI-062	R-C48	1	0
L69	NR1L-ComfortHMI-395	M9-Note	"1. Note the fan speed shown on the climate screen
2. Turn the fan speed hard control down repeatedly until the fan speed stops decreasing"	"1. Read the fan speed shown on the climate screen and record it
2. Turn the fan speed hard control down repeatedly until the fan speed stops decreasing"
N69	NR1L-ComfortHMI-395	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.7、2.14、16.2	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.7
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W69	NR1L-ComfortHMI-395	R-C48	1	0
X69	NR1L-ComfortHMI-395	R-C48	1	0
N70	NR1L-ComfortHMI-063	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.7、2.14、16.2	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.7
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W70	NR1L-ComfortHMI-063	R-C48	1	0
X70	NR1L-ComfortHMI-063	R-C48	1	0
N71	NR1L-ComfortHMI-066	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.7.1、2.7、2.14	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.7.1
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.7
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14"
W71	NR1L-ComfortHMI-066	R-C48	1	0
X71	NR1L-ComfortHMI-066	R-C48	1	0
N72	NR1L-ComfortHMI-153	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.8、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.8
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W72	NR1L-ComfortHMI-153	R-C48	1	0
X72	NR1L-ComfortHMI-153	R-C48	1	0
N73	NR1L-ComfortHMI-154	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.8、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.8
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W73	NR1L-ComfortHMI-154	R-C48	1	0
X73	NR1L-ComfortHMI-154	R-C48	1	0
L74	NR1L-ComfortHMI-155	M9-Note	"1. Note the fan speed on the climate screen
2. Turn ""FRONT DEF"" on and read the fan speed"	"1. Read the fan speed on the climate screen and record it
2. Turn ""FRONT DEF"" on and read the fan speed"
N74	NR1L-ComfortHMI-155	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.8、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.8
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W74	NR1L-ComfortHMI-155	R-C48	1	0
X74	NR1L-ComfortHMI-155	R-C48	1	0
N75	NR1L-ComfortHMI-156	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.8、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.8
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W75	NR1L-ComfortHMI-156	R-C48	1	0
X75	NR1L-ComfortHMI-156	R-C48	1	0
N76	NR1L-ComfortHMI-157	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.8、2.3、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.8
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W76	NR1L-ComfortHMI-157	R-C48	1	0
X76	NR1L-ComfortHMI-157	R-C48	1	0
N77	NR1L-ComfortHMI-396	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.8、2.3、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.8
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W77	NR1L-ComfortHMI-396	R-C48	1	0
X77	NR1L-ComfortHMI-396	R-C48	1	0
I78	NR1L-ComfortHMI-158	M6	"Therefore, gray out the RECIRC button when recirc availability status from CCM denotes that.

(set the recirc availability status from the CCM to unavailable and read the ""RECIRC"" button -> The ""RECIRC"" button is greyed out)"	"Therefore, gray out the RECIRC button when recirc availability status from CCM denotes that.

(read the ""RECIRC"" button on the climate screen -> The ""RECIRC"" button is greyed out)"
L78	NR1L-ComfortHMI-158	M6	"1. Turn ""FRONT DEF"" on from the climate screen
2. Set the recirc availability status from the CCM to unavailable and read the ""RECIRC"" button"	"1. Turn ""FRONT DEF"" on from the climate screen
2. PENDING: DR-46 DBC message and raw value for $RECIRC_STAT$ = ""not available/Blink""
3. Read the ""RECIRC"" button on the climate screen"
M78	NR1L-ComfortHMI-158	M6	"1. The ""FRONT DEF"" button is highlighted
2. The ""RECIRC"" button is greyed out"	"1. The ""FRONT DEF"" button is highlighted
2. The climate screen is displayed
3. The ""RECIRC"" button is greyed out"
N78	NR1L-ComfortHMI-158	R-C49	HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.8、2.14、16.2、6.3	"HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.8
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_2.14
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_6.3
HMI_Comfort_HMI_Logic_and_Flow_R1_SR24_Post_3A_CR24879_(September_25_2023)_16.2"
W78	NR1L-ComfortHMI-158	R-C48	1	0
X78	NR1L-ComfortHMI-158	R-C48	1	0
