req_id	outline	test_set	tc_count	q1	q1_why	q2	q2_why	q3	q3_why	q4	q4_why	q5	q5_why	q6	q6_why	q7	q7_why
013-02	2.9	Airflow and Defrost	1	有	列舉句 `available`；本 leaf 之 ER 自帶反向側 `unavailable`	不適用	條文未給限值、範圍或計數	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `automatically turns`；TC 之 ER 覆蓋該交互 `no longer`	有	條文 `gray`；TC 之 ER 覆蓋否定側 `greyed`	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
013-03	2.9	Airflow and Defrost	1	有	列舉句 `available`；同節他條之 ER 為反向側 `no longer`	不適用	條文未給限值、範圍或計數	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `automatically turns`；TC 之 ER 覆蓋該交互 `still`	有	條文 `not available`；TC 之 ER 覆蓋否定側 `no `	無	2 個觸發，其 ER 各自斷言後果：['auto rear defrost button', 'front def rear defrost button'] —— 依 §5.7 不同 trigger 應各自成條
013-04	2.9	Airflow and Defrost	1	有	列舉句 `available`；同節他條之 ER 為反向側 `no longer`	不適用	條文未給限值、範圍或計數	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `automatically turns`；TC 之 ER 覆蓋該交互 `is off`	有	條文 `not available`；TC 之 ER 覆蓋否定側 `no `	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
014-01	2.10	Climate Modes	1	不適用	條文未列舉支援項／有效值／可選項	不適用	條文未給限值、範圍或計數	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	無	條文 `until`；無 TC 覆蓋該中斷／並行	有	條文 `greyed`；TC 之 ER 覆蓋否定側 `not `	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
014-02	2.10	Climate Modes	1	不適用	條文未列舉支援項／有效值／可選項	不適用	條文未給限值、範圍或計數	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	無	條文 `until`；無 TC 覆蓋該中斷／並行	有	條文 `gray`；TC 之 ER 覆蓋否定側 `not `	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
014-03	2.10	Climate Modes	1	不適用	條文未列舉支援項／有效值／可選項	不適用	條文未給限值、範圍或計數	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	無	條文 `until`；無 TC 覆蓋該中斷／並行	有	條文 `gray`；TC 之 ER 覆蓋否定側 `greyed`	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
014-04	2.10	Climate Modes	1	不適用	條文未列舉支援項／有效值／可選項	不適用	條文未給限值、範圍或計數	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	無	條文 `until`；無 TC 覆蓋該中斷／並行	有	條文 `greyed`；TC 之 ER 覆蓋否定側 `not `	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
014-05	2.10	Climate Modes	1	不適用	條文未列舉支援項／有效值／可選項	不適用	條文未給限值、範圍或計數	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	無	條文 `until`；無 TC 覆蓋該中斷／並行	有	條文 `greyed`；TC 之 ER 覆蓋否定側 `not `	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
014-06	2.10	Climate Modes	1	不適用	條文未列舉支援項／有效值／可選項	不適用	條文未給限值、範圍或計數	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	無	條文 `until`；無 TC 覆蓋該中斷／並行	有	條文 `greyed`；TC 之 ER 覆蓋否定側 `not `	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
015-01	2.11	Climate Modes	1	不適用	條文未列舉支援項／有效值／可選項	不適用	條文未給限值、範圍或計數	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `break`；TC 之 ER 覆蓋該交互 `no longer`	有	條文 `not shown`；TC 之 ER 覆蓋否定側 `no `	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
015-02	2.11	Climate Modes	1	不適用	條文未列舉支援項／有效值／可選項	不適用	條文未給限值、範圍或計數	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `break`；TC 之 ER 覆蓋該交互 `no longer`	有	條文 `not shown`；TC 之 ER 覆蓋否定側 `no `	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
015-03	2.11	Climate Modes	1	不適用	條文未列舉支援項／有效值／可選項	不適用	條文未給限值、範圍或計數	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `break`；TC 之 ER 覆蓋該交互 `no longer`	有	條文 `not shown`；TC 之 ER 覆蓋否定側 `no `	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
015-04	2.11	Climate Modes	1	不適用	條文未列舉支援項／有效值／可選項	不適用	條文未給限值、範圍或計數	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `break`；TC 之 ER 覆蓋該交互 `no longer`	有	條文 `not shown`；TC 之 ER 覆蓋否定側 `no `	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
015-05	2.11	Climate Modes	1	不適用	條文未列舉支援項／有效值／可選項	不適用	條文未給限值、範圍或計數	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `break`；TC 之 ER 覆蓋該交互 `no longer`	有	條文 `not shown`；TC 之 ER 覆蓋否定側 `no `	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
016-01	2.12	Airflow and Defrost	4	有	列舉句 `There are 4`；同節他條之 ER 為反向側 `no longer`	有	限值 `Only one`；TC 之 ER 觸及端點 `no longer`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `at a time`；TC 之 ER 覆蓋該交互 `no longer`	不適用	條文未述及無效操作、不可用狀態或被拒之輸入	有	本 leaf 已拆為 4 條
016-02	2.12	Airflow and Defrost	1	有	列舉句 `There are 4`；同節他條之 ER 為反向側 `no longer`	有	限值 `Only one`；TC 之 ER 觸及端點 `no longer`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `at a time`；TC 之 ER 覆蓋該交互 `no longer`	不適用	條文未述及無效操作、不可用狀態或被拒之輸入	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
016-03	2.12	Airflow and Defrost	1	有	列舉句 `only one`；本 leaf 之 ER 自帶反向側 `no longer`	有	限值 `only one`；TC 之 ER 觸及端點 `no longer`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `at a time`；TC 之 ER 覆蓋該交互 `no longer`	不適用	條文未述及無效操作、不可用狀態或被拒之輸入	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
017-01	2.12.1	Airflow and Defrost	1	無	列舉句 `5 states`；本 leaf 與同節皆無未支援／無效之反向 ER	不適用	條文未給限值、範圍或計數	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	不適用	條文未述及中斷、並行或與他功能之交互	不適用	條文未述及無效操作、不可用狀態或被拒之輸入	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
017-02	2.12.1	Airflow and Defrost	1	無	列舉句 `has 5 states`；本 leaf 與同節皆無未支援／無效之反向 ER	不適用	條文未給限值、範圍或計數	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	不適用	條文未述及中斷、並行或與他功能之交互	不適用	條文未述及無效操作、不可用狀態或被拒之輸入	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
018-01	2.12.2	Airflow and Defrost	5	有	列舉句 `available`；本 leaf 之 ER 自帶反向側 `is not`	有	限值 `3 sec`；TC 之 ER 觸及端點 `second`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `repeat`；TC 之 ER 覆蓋該交互 `does not`	有	條文 `will not`；TC 之 ER 覆蓋否定側 `not `	有	本 leaf 已拆為 5 條
018-02	2.12.2	Airflow and Defrost	1	有	列舉句 `only one`；本 leaf 之 ER 自帶反向側 `does not`	有	限值 `only one`；TC 之 ER 觸及端點 `does not`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `repeat`；TC 之 ER 覆蓋該交互 `does not`	有	條文 `will not`；TC 之 ER 覆蓋否定側 `does not`	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
018-03	2.12.2	Airflow and Defrost	1	有	列舉句 `available`；同節他條之 ER 為反向側 `is not`	有	限值 `3 sec`；TC 之 ER 觸及端點 `second`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `repeat`；TC 之 ER 覆蓋該交互 `does not`	有	條文 `will not`；TC 之 ER 覆蓋否定側 `not `	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
018-04	2.12.2	Airflow and Defrost	3	有	列舉句 `available`；本 leaf 之 ER 自帶反向側 `is not`	有	限值 `3 sec`；TC 之 ER 觸及端點 `second`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `timeout`；TC 之 ER 覆蓋該交互 `is not displayed`	有	條文 `will not`；TC 之 ER 覆蓋否定側 `not `	有	本 leaf 已拆為 3 條
018-05	2.12.2	Airflow and Defrost	1	有	列舉句 `available`；同節他條之 ER 為反向側 `is not`	有	限值 `3 sec`；TC 之 ER 觸及端點 `second`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `repeat`；TC 之 ER 覆蓋該交互 `does not`	有	條文 `will not`；TC 之 ER 覆蓋否定側 `not `	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
018-06	2.12.2	Airflow and Defrost	1	有	列舉句 `available`；同節他條之 ER 為反向側 `is not`	有	限值 `3 sec`；TC 之 ER 觸及端點 `second`	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	有	條文 `repeat`；TC 之 ER 覆蓋該交互 `does not`	有	條文 `will not`；TC 之 ER 覆蓋否定側 `not `	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
019-01	2.13	Climate Modes	1	不適用	條文未列舉支援項／有效值／可選項	不適用	條文未給限值、範圍或計數	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	不適用	條文未述及中斷、並行或與他功能之交互	不適用	條文未述及無效操作、不可用狀態或被拒之輸入	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
019-02	2.13	Climate Modes	1	不適用	條文未列舉支援項／有效值／可選項	不適用	條文未給限值、範圍或計數	無明文	本 leaf 有可設定之狀態，惟條文未述及 cold boot／power cycle 後之行為 → RD-1 候選	無明文	本 leaf 之狀態由使用者設定，惟條文未述及其於 reboot／ignition cycle 後是否保留 → RD-1 候選	不適用	條文未述及中斷、並行或與他功能之交互	不適用	條文未述及無效操作、不可用狀態或被拒之輸入	不適用	單一觸發；其後果不論幾項，依 §5.7 同屬一條
